Wall time,Step,Value
1694239770.4960387,199,0.8311441540718079
1694239975.6751726,399,0.39695727825164795
1694240174.1455295,599,0.3873536288738251
1694240371.5623984,799,0.38334816694259644
1694240570.505917,999,0.3837844133377075
1694240768.443817,1199,0.3820454478263855
1694240965.9024265,1399,0.380094975233078
1694241163.3906736,1599,0.37855133414268494
1694241360.8744223,1799,0.3786523938179016
1694241558.114581,1999,0.376781165599823
1694241756.5578747,2199,0.37627333402633667
1694241953.7684367,2399,0.3758738934993744
1694242150.5687053,2599,0.37452688813209534
1694242347.9272268,2799,0.3737410604953766
1694242545.0500302,2999,0.37539976835250854
1694242742.621225,3199,0.3736532926559448
1694242940.2996373,3399,0.3723643124103546
1694243137.6807337,3599,0.3723656237125397
1694243334.776256,3799,0.3724617063999176
1694243530.929507,3999,0.37236547470092773
1694243727.5542352,4199,0.37179285287857056
1694243923.345454,4399,0.37137463688850403
1694244120.2640676,4599,0.371797114610672
1694244316.5672908,4799,0.3714211583137512
1694244512.8798213,4999,0.3710465431213379
1694244709.0260208,5199,0.3707291781902313
1694244905.7635758,5399,0.37053343653678894
1694245102.2633252,5599,0.37107765674591064
1694245299.4934998,5799,0.37089020013809204
1694245497.0078707,5999,0.3707675635814667
1694245693.0539796,6199,0.3707077205181122
1694245889.9315572,6399,0.37010324001312256
1694246086.167648,6599,0.3707961440086365
1694246282.1277657,6799,0.37028059363365173
1694246478.745359,6999,0.37052157521247864
1694246675.0223324,7199,0.3701840043067932
1694246871.2974167,7399,0.37012311816215515
1694247159.8749304,7699,0.3701111078262329
1694247356.539718,7899,0.36980488896369934
1694247552.7473657,8099,0.36976224184036255
1694247749.264258,8299,0.3699221909046173
1694247945.7493937,8499,0.36991605162620544
1694248142.0780702,8699,0.3698056638240814
1694248338.6129856,8899,0.3695513606071472
1694248535.7359533,9099,0.3699244260787964
1694248732.1372316,9299,0.3696947395801544
1694248928.6381214,9499,0.3696051239967346
1694249125.5990102,9699,0.36997753381729126
1694249322.3078103,9899,0.3695026636123657
1694249518.9911745,10099,0.3692708909511566
1694249715.3248177,10299,0.3694040775299072
1694249911.199963,10499,0.3695515990257263
